User_id,Registration number,predicted_rating
4,6817,3.8077587885766286
4,1634,3.4232970819965383
4,8995,3.8077587885766286
4,1773,3.8077587885766286
4,3635,3.8077587885766286
4,2486,3.8077587885766286
4,7993,1.9708629946627167
5,7430,2.994224373281371
5,2119,2.5264720968428374
5,1480,2.994224373281371
5,7113,3.8077587885766286
5,2955,1.9708629946627167
5,8397,3.8077587885766286
5,2190,1.9708629946627167
5,7503,3.8077587885766286
5,3769,1.9708629946627167
5,2643,2.994224373281371
5,2839,1.9708629946627167
5,3224,1.9708629946627167
5,2775,1.9708629946627167
5,3166,1.9708629946627167
5,8223,1.9708629946627167
5,480,3.8077587885766286
5,6817,3.8077587885766286
5,1634,3.4232970819965383
5,8995,3.8077587885766286
5,1773,3.8077587885766286
5,3635,3.8077587885766286
5,2486,3.8077587885766286
5,7993,1.9708629946627167
6,2119,2.5264720968428374
6,1480,2.994224373281371
6,7113,3.8077587885766286
6,2955,1.9708629946627167
6,8397,3.8077587885766286
6,2190,1.9708629946627167
6,2959,2.994224373281371
6,7503,3.8077587885766286
6,3769,1.9708629946627167
6,2643,2.994224373281371
6,2839,1.9708629946627167
6,3224,1.9708629946627167
6,2775,1.9708629946627167
6,3166,1.9708629946627167
6,8223,1.9708629946627167
6,480,3.8077587885766286
6,6817,3.8077587885766286
6,1634,3.4232970819965383
6,8995,3.8077587885766286
6,1773,3.8077587885766286
6,3635,3.8077587885766286
6,2486,3.8077587885766286
6,7993,1.9708629946627167
7,7430,3.4903910382485215
7,2119,2.9451285093712367
7,1480,3.4903910382485215
7,7113,4.43873454175873
7,2955,2.2974505837208197
7,8397,4.43873454175873
7,2190,2.2974505837208197
7,2959,3.4903910382485215
7,7503,4.43873454175873
7,3769,2.2974505837208197
7,2643,3.4903910382485215
7,2839,2.2974505837208197
7,3224,2.2974505837208197
7,2775,2.2974505837208197
7,3166,2.2974505837208197
7,8223,2.2974505837208197
7,480,4.43873454175873
7,6817,4.43873454175873
7,8995,4.43873454175873
7,1773,4.43873454175873
7,3635,4.43873454175873
7,2486,4.43873454175873
7,7993,2.2974505837208197
8,7430,3.92392963715543
8,2119,3.3109404982177097
8,1480,3.92392963715543
8,7113,4.990066106923253
8,2955,2.5828150303428203
8,2190,2.5828150303428203
8,2959,3.92392963715543
8,7503,4.990066106923253
8,3769,2.5828150303428203
8,2643,3.92392963715543
8,2839,2.5828150303428203
8,3224,2.5828150303428203
8,2775,2.5828150303428203
8,3166,2.5828150303428203
8,8223,2.5828150303428203
8,480,4.990066106923253
8,6817,4.990066106923253
8,1634,4.486229220729018
8,8995,4.990066106923253
8,1773,4.990066106923253
8,3635,4.990066106923253
8,2486,4.990066106923253
8,7993,2.5828150303428203
9,7430,3.92392963715543
9,2119,3.3109404982177097
9,1480,3.92392963715543
9,7113,4.990066106923253
9,2955,2.5828150303428203
9,8397,4.990066106923253
9,2190,2.5828150303428203
9,2959,3.92392963715543
9,7503,4.990066106923253
9,3769,2.5828150303428203
9,2643,3.92392963715543
9,2839,2.5828150303428203
9,3224,2.5828150303428203
9,2775,2.5828150303428203
9,3166,2.5828150303428203
9,8223,2.5828150303428203
9,480,4.990066106923253
9,6817,4.990066106923253
9,1634,4.486229220729018
9,1773,4.990066106923253
9,3635,4.990066106923253
9,2486,4.990066106923253
9,7993,2.5828150303428203
10,7430,3.92392963715543
10,2119,3.3109404982177097
10,1480,3.92392963715543
10,7113,4.990066106923253
10,2955,2.5828150303428203
10,8397,4.990066106923253
10,2190,2.5828150303428203
10,2959,3.92392963715543
10,7503,4.990066106923253
10,3769,2.5828150303428203
10,2643,3.92392963715543
10,2839,2.5828150303428203
10,3224,2.5828150303428203
10,2775,2.5828150303428203
10,3166,2.5828150303428203
10,8223,2.5828150303428203
10,480,4.990066106923253
10,6817,4.990066106923253
10,1634,4.486229220729018
10,8995,4.990066106923253
10,1773,4.990066106923253
10,2486,4.990066106923253
10,7993,2.5828150303428203
11,7430,3.92392963715543
11,2119,3.3109404982177097
11,1480,3.92392963715543
11,7113,4.990066106923253
11,2955,2.5828150303428203
11,8397,4.990066106923253
11,2190,2.5828150303428203
11,2959,3.92392963715543
11,7503,4.990066106923253
11,3769,2.5828150303428203
11,2643,3.92392963715543
11,2839,2.5828150303428203
11,3224,2.5828150303428203
11,2775,2.5828150303428203
11,3166,2.5828150303428203
11,8223,2.5828150303428203
11,480,4.990066106923253
11,1634,4.486229220729018
11,8995,4.990066106923253
11,1773,4.990066106923253
11,3635,4.990066106923253
11,2486,4.990066106923253
11,7993,2.5828150303428203
12,7430,3.92392963715543
12,2119,3.3109404982177097
12,1480,3.92392963715543
12,7113,4.990066106923253
12,2955,2.5828150303428203
12,8397,4.990066106923253
12,2190,2.5828150303428203
12,2959,3.92392963715543
12,7503,4.990066106923253
12,3769,2.5828150303428203
12,2643,3.92392963715543
12,2839,2.5828150303428203
12,3224,2.5828150303428203
12,2775,2.5828150303428203
12,3166,2.5828150303428203
12,8223,2.5828150303428203
12,480,4.990066106923253
12,6817,4.990066106923253
12,1634,4.486229220729018
12,8995,4.990066106923253
12,1773,4.990066106923253
12,3635,4.990066106923253
12,7993,2.5828150303428203
13,7430,5.835952348336437
13,1480,5.835952348336437
13,7113,7.421587721477096
13,2955,3.841349574396247
13,8397,7.421587721477096
13,2190,3.841349574396247
13,2959,5.835952348336437
13,7503,7.421587721477096
13,3769,3.841349574396247
13,2643,5.835952348336437
13,2839,3.841349574396247
13,3224,3.841349574396247
13,2775,3.841349574396247
13,3166,3.841349574396247
13,8223,3.841349574396247
13,480,7.421587721477096
13,6817,7.421587721477096
13,1634,6.672245013768575
13,8995,7.421587721477096
13,1773,7.421587721477096
13,3635,7.421587721477096
13,2486,7.421587721477096
13,7993,3.841349574396247
14,7430,3.92392963715543
14,2119,3.3109404982177097
14,1480,3.92392963715543
14,7113,4.990066106923253
14,2955,2.5828150303428203
14,8397,4.990066106923253
14,2190,2.5828150303428203
14,2959,3.92392963715543
14,7503,4.990066106923253
14,3769,2.5828150303428203
14,2643,3.92392963715543
14,2839,2.5828150303428203
14,3224,2.5828150303428203
14,2775,2.5828150303428203
14,3166,2.5828150303428203
14,8223,2.5828150303428203
14,480,4.990066106923253
14,6817,4.990066106923253
14,1634,4.486229220729018
14,8995,4.990066106923253
14,3635,4.990066106923253
14,2486,4.990066106923253
14,7993,2.5828150303428203
15,7430,3.92392963715543
15,2119,3.3109404982177097
15,1480,3.92392963715543
15,7113,4.990066106923253
15,2955,2.5828150303428203
15,8397,4.990066106923253
15,2190,2.5828150303428203
15,2959,3.92392963715543
15,3769,2.5828150303428203
15,2643,3.92392963715543
15,2839,2.5828150303428203
15,3224,2.5828150303428203
15,2775,2.5828150303428203
15,3166,2.5828150303428203
15,8223,2.5828150303428203
15,480,4.990066106923253
15,6817,4.990066106923253
15,1634,4.486229220729018
15,8995,4.990066106923253
15,1773,4.990066106923253
15,3635,4.990066106923253
15,2486,4.990066106923253
15,7993,2.5828150303428203
16,7430,3.92392963715543
16,2119,3.3109404982177097
16,1480,3.92392963715543
16,2955,2.5828150303428203
16,8397,4.990066106923253
16,2190,2.5828150303428203
16,2959,3.92392963715543
16,7503,4.990066106923253
16,3769,2.5828150303428203
16,2643,3.92392963715543
16,2839,2.5828150303428203
16,3224,2.5828150303428203
16,2775,2.5828150303428203
16,3166,2.5828150303428203
16,8223,2.5828150303428203
16,480,4.990066106923253
16,6817,4.990066106923253
16,1634,4.486229220729018
16,8995,4.990066106923253
16,1773,4.990066106923253
16,3635,4.990066106923253
16,2486,4.990066106923253
16,7993,2.5828150303428203
17,7430,1.7032109667928248
17,2119,1.4371384526280504
17,1480,1.7032109667928248
17,7113,2.1659754644566283
17,2955,1.121090154936176
17,8397,2.1659754644566283
17,2190,1.121090154936176
17,2959,1.7032109667928248
17,7503,2.1659754644566283
17,3769,1.121090154936176
17,2643,1.7032109667928248
17,2839,1.121090154936176
17,2775,1.121090154936176
17,3166,1.121090154936176
17,8223,1.121090154936176
17,480,2.1659754644566283
17,6817,2.1659754644566283
17,1634,1.9472813008520884
17,8995,2.1659754644566283
17,1773,2.1659754644566283
17,3635,2.1659754644566283
17,2486,2.1659754644566283
17,7993,1.121090154936176
18,7430,1.7032109667928248
18,2119,1.4371384526280504
18,1480,1.7032109667928248
18,7113,2.1659754644566283
18,2955,1.121090154936176
18,8397,2.1659754644566283
18,2190,1.121090154936176
18,2959,1.7032109667928248
18,7503,2.1659754644566283
18,3769,1.121090154936176
18,2643,1.7032109667928248
18,2839,1.121090154936176
18,3224,1.121090154936176
18,2775,1.121090154936176
18,8223,1.121090154936176
18,480,2.1659754644566283
18,6817,2.1659754644566283
18,1634,1.9472813008520884
18,8995,2.1659754644566283
18,1773,2.1659754644566283
18,3635,2.1659754644566283
18,2486,2.1659754644566283
18,7993,1.121090154936176
19,7430,1.7032109667928248
19,2119,1.4371384526280504
19,1480,1.7032109667928248
19,7113,2.1659754644566283
19,2955,1.121090154936176
19,8397,2.1659754644566283
19,2959,1.7032109667928248
19,7503,2.1659754644566283
19,3769,1.121090154936176
19,2643,1.7032109667928248
19,2839,1.121090154936176
19,3224,1.121090154936176
19,2775,1.121090154936176
19,3166,1.121090154936176
19,8223,1.121090154936176
19,480,2.1659754644566283
19,6817,2.1659754644566283
19,1634,1.9472813008520884
19,8995,2.1659754644566283
19,1773,2.1659754644566283
19,3635,2.1659754644566283
19,2486,2.1659754644566283
19,7993,1.121090154936176
20,7430,2.994224373281371
20,2119,2.5264720968428374
20,7113,3.8077587885766286
20,2955,1.9708629946627167
20,8397,3.8077587885766286
20,2190,1.9708629946627167
20,2959,2.994224373281371
20,7503,3.8077587885766286
20,3769,1.9708629946627167
20,2643,2.994224373281371
20,2839,1.9708629946627167
20,3224,1.9708629946627167
20,2775,1.9708629946627167
20,3166,1.9708629946627167
20,8223,1.9708629946627167
20,480,3.8077587885766286
20,6817,3.8077587885766286
20,1634,3.4232970819965383
20,8995,3.8077587885766286
20,1773,3.8077587885766286
20,3635,3.8077587885766286
20,2486,3.8077587885766286
20,7993,1.9708629946627167
21,7430,1.7032109667928248
21,2119,1.4371384526280504
21,1480,1.7032109667928248
21,7113,2.1659754644566283
21,8397,2.1659754644566283
21,2190,1.121090154936176
21,2959,1.7032109667928248
21,7503,2.1659754644566283
21,3769,1.121090154936176
21,2643,1.7032109667928248
21,2839,1.121090154936176
21,3224,1.121090154936176
21,2775,1.121090154936176
21,3166,1.121090154936176
21,8223,1.121090154936176
21,480,2.1659754644566283
21,6817,2.1659754644566283
21,1634,1.9472813008520884
21,8995,2.1659754644566283
21,1773,2.1659754644566283
21,3635,2.1659754644566283
21,2486,2.1659754644566283
21,7993,1.121090154936176
22,7430,1.7032109667928248
22,2119,1.4371384526280504
22,1480,1.7032109667928248
22,7113,2.1659754644566283
22,2955,1.121090154936176
22,8397,2.1659754644566283
22,2190,1.121090154936176
22,2959,1.7032109667928248
22,7503,2.1659754644566283
22,2643,1.7032109667928248
22,2839,1.121090154936176
22,3224,1.121090154936176
22,2775,1.121090154936176
22,3166,1.121090154936176
22,8223,1.121090154936176
22,480,2.1659754644566283
22,6817,2.1659754644566283
22,1634,1.9472813008520884
22,8995,2.1659754644566283
22,1773,2.1659754644566283
22,3635,2.1659754644566283
22,2486,2.1659754644566283
22,7993,1.121090154936176
23,7430,1.7032109667928248
23,2119,1.4371384526280504
23,1480,1.7032109667928248
23,7113,2.1659754644566283
23,2955,1.121090154936176
23,8397,2.1659754644566283
23,2190,1.121090154936176
23,2959,1.7032109667928248
23,7503,2.1659754644566283
23,3769,1.121090154936176
23,2643,1.7032109667928248
23,2839,1.121090154936176
23,3224,1.121090154936176
23,2775,1.121090154936176
23,3166,1.121090154936176
23,480,2.1659754644566283
23,6817,2.1659754644566283
23,1634,1.9472813008520884
23,8995,2.1659754644566283
23,1773,2.1659754644566283
23,3635,2.1659754644566283
23,2486,2.1659754644566283
23,7993,1.121090154936176
24,7430,3.92392963715543
24,2119,3.3109404982177097
24,1480,3.92392963715543
24,7113,4.990066106923253
24,2955,2.5828150303428203
24,8397,4.990066106923253
24,2190,2.5828150303428203
24,2959,3.92392963715543
24,7503,4.990066106923253
24,3769,2.5828150303428203
24,2643,3.92392963715543
24,2839,2.5828150303428203
24,3224,2.5828150303428203
24,2775,2.5828150303428203
24,3166,2.5828150303428203
24,8223,2.5828150303428203
24,6817,4.990066106923253
24,1634,4.486229220729018
24,8995,4.990066106923253
24,1773,4.990066106923253
24,3635,4.990066106923253
24,2486,4.990066106923253
24,7993,2.5828150303428203
