User_id,Registration number,predicted_rating
0,7430,1.5243404862735686
0,1480,1.5243404862735686
0,7113,1.9367959033933624
0,2955,1.006030440616674
0,8397,1.9367959033933624
0,2190,1.006030440616674
0,2959,1.5243404862735686
0,7503,1.9367959033933624
0,3769,1.006030440616674
0,2643,1.5243404862735686
0,2839,1.006030440616674
0,3224,1.006030440616674
0,2775,1.006030440616674
0,3166,1.006030440616674
0,8223,1.006030440616674
0,480,1.9367959033933624
0,6817,1.9367959033933624
0,1634,1.7418247328760557
0,8995,1.9367959033933624
0,1773,1.9367959033933624
0,3635,1.9367959033933624
0,2486,1.9367959033933624
0,7993,1.006030440616674
1,7430,1.710730810274579
1,2119,1.4357765410550627
1,1480,1.710730810274579
1,7113,2.173619644026157
1,2955,1.1290438627949582
1,8397,2.173619644026157
1,2190,1.1290438627949582
1,2959,1.710730810274579
1,7503,2.173619644026157
1,3769,1.1290438627949582
1,2643,1.710730810274579
1,2839,1.1290438627949582
1,3224,1.1290438627949582
1,2775,1.1290438627949582
1,3166,1.1290438627949582
1,8223,1.1290438627949582
1,480,2.173619644026157
1,6817,2.173619644026157
1,1634,1.9548081701312123
1,8995,2.173619644026157
1,1773,2.173619644026157
1,3635,2.173619644026157
1,2486,2.173619644026157
2,7430,1.710730810274579
2,2119,1.4357765410550627
2,1480,1.710730810274579
2,7113,2.173619644026157
2,2955,1.1290438627949582
2,8397,2.173619644026157
2,2190,1.1290438627949582
2,2959,1.710730810274579
2,7503,2.173619644026157
2,3769,1.1290438627949582
2,2643,1.710730810274579
2,2839,1.1290438627949582
2,3224,1.1290438627949582
2,3166,1.1290438627949582
2,8223,1.1290438627949582
2,480,2.173619644026157
2,6817,2.173619644026157
2,1634,1.9548081701312123
2,8995,2.173619644026157
2,1773,2.173619644026157
2,3635,2.173619644026157
2,2486,2.173619644026157
2,7993,1.1290438627949582
3,7430,1.710730810274579
3,2119,1.4357765410550627
3,1480,1.710730810274579
3,7113,2.173619644026157
3,2955,1.1290438627949582
3,8397,2.173619644026157
3,2190,1.1290438627949582
3,2959,1.710730810274579
3,7503,2.173619644026157
3,3769,1.1290438627949582
3,2643,1.710730810274579
3,3224,1.1290438627949582
3,2775,1.1290438627949582
3,3166,1.1290438627949582
3,8223,1.1290438627949582
3,480,2.173619644026157
3,6817,2.173619644026157
3,1634,1.9548081701312123
3,8995,2.173619644026157
3,1773,2.173619644026157
3,3635,2.173619644026157
3,2486,2.173619644026157
3,7993,1.1290438627949582
4,7430,3.00413495398645
4,2119,2.521300526764335
4,1480,3.00413495398645
4,7113,3.8169925449828623
4,2955,1.9826615107620689
4,8397,3.8169925449828623
4,2190,1.9826615107620689
4,2959,3.00413495398645
4,7503,3.8169925449828623
4,3769,1.9826615107620689
4,2839,1.9826615107620689
4,3224,1.9826615107620689
4,2775,1.9826615107620689
4,3166,1.9826615107620689
4,8223,1.9826615107620689
4,480,3.8169925449828623
4,6817,3.8169925449828623
4,1634,3.432747874159641
4,8995,3.8169925449828623
4,1773,3.8169925449828623
4,3635,3.8169925449828623
4,2486,3.8169925449828623
4,7993,1.9826615107620689
5,7430,3.00413495398645
5,2119,2.521300526764335
5,1480,3.00413495398645
5,7113,3.8169925449828623
5,2955,1.9826615107620689
5,8397,3.8169925449828623
5,2190,1.9826615107620689
5,7503,3.8169925449828623
5,3769,1.9826615107620689
5,2643,3.00413495398645
5,2839,1.9826615107620689
5,3224,1.9826615107620689
5,2775,1.9826615107620689
5,3166,1.9826615107620689
5,8223,1.9826615107620689
5,480,3.8169925449828623
5,6817,3.8169925449828623
5,1634,3.432747874159641
5,8995,3.8169925449828623
5,1773,3.8169925449828623
5,3635,3.8169925449828623
5,2486,3.8169925449828623
5,7993,1.9826615107620689
6,2119,2.521300526764335
6,1480,3.00413495398645
6,7113,3.8169925449828623
6,2955,1.9826615107620689
6,8397,3.8169925449828623
6,2190,1.9826615107620689
6,2959,3.00413495398645
6,7503,3.8169925449828623
